month,TigacellID,prob_l95,prob_median,prob_u95,sd
10,1.5_41.85,0,0.012,0.157,0.0462197351961593
10,1.5_41.9,0,0.011,0.163,0.0485971366455269
10,1.5_41.95,0.001,0.02,0.122,0.0335743663888622
10,1.5_42,0,0.011,0.160024999999998,0.0497564291524064
10,1.5_42.1,0,0.012,0.192,0.0550624952829567
10,1.5_42.2,0,0.012,0.157,0.045200178776605
10,1.5_42.25,0,0.012,0.186,0.0559920845815767
10,1.65_41.15,0.005,0.05,0.22,0.0574356423883321
10,1.65_41.2,0.024,0.108,0.423,0.103487060075944
10,1.65_41.3,0.002,0.028,0.154,0.0408991604619117
10,1.65_41.35,0.001,0.021,0.141,0.0417151228325672
10,1.65_41.4,0,0.011,0.137,0.0439764291390273
10,1.65_41.45,0,0.011,0.13,0.0406510830743896
10,1.65_41.5,0.003,0.038,0.192,0.0527687617041005
10,1.65_41.55,0.008,0.066,0.291,0.074029258478156
10,1.65_41.75,0,0.011,0.155,0.0450214876456118
10,1.65_42.35,0,0.012,0.192024999999998,0.0574739327585922
10,1.65_42.5,0,0.012,0.188,0.058988924317478
10,1.6_41.15,0.002,0.027,0.175,0.0485258465237251
10,1.6_41.2,0.001,0.017,0.117,0.0327785875877944
10,1.6_41.25,0,0.01,0.113,0.0359115576362359
10,1.6_41.3,0,0.011,0.13,0.0433376808179607
10,1.6_41.35,0,0.009,0.097,0.0284427914456099
10,1.6_41.45,0,0.01,0.125,0.0374481473464649
10,1.6_41.5,0,0.01,0.095,0.02869756290344
10,1.6_41.55,0.01,0.058,0.297,0.0767761010408498
10,1.6_41.6,0,0.011,0.147,0.0421009371836938
10,1.6_41.75,0,0.011,0.185,0.0554191693851191
10,1.6_41.85,0,0.012,0.181,0.0577411934704903
10,1.6_41.95,0,0.012,0.175,0.0518506674661969
10,1.6_42.25,0,0.013,0.188024999999998,0.0589643257472192
10,1.6_42.35,0,0.012,0.172024999999998,0.0526758894298121
10,1.6_42.4,0,0.012,0.17,0.0513150310068883
10,1.75_41.2,0,0.009,0.097,0.0287639959257824
10,1.75_41.25,0,0.01,0.114,0.0353697252191529
10,1.75_41.35,0,0.012,0.168024999999998,0.0525217391439196
10,1.75_41.4,0,0.011,0.139,0.0443992641148703
10,1.75_41.45,0,0.011,0.153,0.0462099001103897
10,1.75_41.5,0,0.01,0.101,0.0304230067574686
10,1.75_41.55,0,0.011,0.15,0.0417103846452629
10,1.75_41.7,0,0.01,0.106,0.0321797609062873
10,1.75_41.75,0,0.011,0.127,0.0392321525416141
10,1.75_41.8,0,0.011,0.138,0.0459341450955264
10,1.75_41.85,0,0.012,0.151024999999998,0.0439009796275015
10,1.75_42,0,0.013,0.174,0.054764291884355
10,1.75_42.3,0,0.012,0.168,0.0546600864572748
10,1.75_42.35,0,0.01,0.124,0.0392639870946037
10,1.75_42.45,0,0.011,0.172,0.0514360667200992
10,1.7_41.2,0.001,0.017,0.117,0.0325841493633655
10,1.7_41.25,0,0.009,0.088,0.0280701481154515
10,1.7_41.3,0,0.011,0.131,0.0398458019874349
10,1.7_41.35,0,0.009,0.096,0.0280890035095569
10,1.7_41.45,0,0.011,0.125,0.0355240126162672
10,1.7_41.5,0.002,0.026,0.16,0.0432121143306799
10,1.7_41.55,0,0.011,0.154,0.0471174233276222
10,1.7_41.6,0,0.011,0.17,0.0548940202082468
10,1.7_41.75,0,0.01,0.111,0.033443549894878
10,1.7_41.85,0,0.012,0.158,0.0478702833144791
10,1.7_42,0,0.012,0.175,0.0540009602027957
10,1.85_41.2,0,0.012,0.141024999999998,0.0442736650163039
10,1.85_41.25,0,0.01,0.125,0.0377026700570395
10,1.85_41.3,0,0.011,0.124,0.0382693737151572
10,1.85_41.35,0,0.008,0.074,0.0231964735161113
10,1.85_41.4,0.001,0.018,0.128,0.0366593864082064
10,1.85_41.45,0.026,0.161,0.484,0.119418096532182
10,1.85_41.5,0.001,0.019,0.123,0.0359878292314835
10,1.85_41.55,0,0.011,0.14,0.0440807730299253
10,1.85_41.6,0.005,0.04,0.193,0.0495209727079297
10,1.85_41.7,0.002,0.028,0.159,0.0429195303640771
10,1.85_41.75,0,0.008,0.09,0.0270877620526361
10,1.85_41.8,0,0.011,0.167,0.0496784704134108
10,1.85_41.85,0.002,0.03,0.159024999999998,0.0425679510288196
10,1.85_41.9,0,0.012,0.193,0.0597549332287653
10,1.85_42,0,0.011,0.129,0.0466741290904372
10,1.85_42.1,0.002,0.027,0.146,0.0411713648414044
10,1.85_42.2,0,0.013,0.199,0.064603608138813
10,1.85_42.25,0,0.011,0.142,0.0446483712040588
10,1.85_42.3,0,0.012,0.207,0.0607414715717422
10,1.85_42.35,0,0.011,0.139,0.0423036763633173
10,1.85_42.4,0,0.011,0.123,0.0365739718238641
10,1.85_42.45,0,0.011,0.178,0.056309414248392
10,1.8_41.2,0.004,0.04,0.184,0.048944915659032
10,1.8_41.25,0,0.012,0.184,0.054890163217514
10,1.8_41.35,0,0.009,0.084,0.0274995164410525
10,1.8_41.4,0.002,0.029,0.163,0.0444683970351944
10,1.8_41.45,0,0.009,0.088,0.026574051755118
10,1.8_41.5,0.002,0.027,0.139,0.0380943314193309
10,1.8_41.55,0,0.012,0.154,0.0445219481811841
10,1.8_41.6,0,0.01,0.124,0.0406223992316042
10,1.8_41.7,0,0.008,0.072,0.0212948455742732
10,1.8_41.75,0,0.01,0.124,0.0385310480212183
10,1.8_42,0,0.011,0.125024999999998,0.0383515979203837
10,1.8_42.05,0,0.009,0.084,0.0261296945425434
10,1.8_42.1,0.001,0.017,0.119,0.0341240720351972
10,1.8_42.3,0,0.011,0.159,0.0461360093916691
10,1.8_42.35,0,0.012,0.187,0.0550812592419338
10,1.8_42.45,0,0.013,0.199,0.0612804778104426
10,1.95_41.25,0.031,0.138,0.489,0.117894893716022
10,1.95_41.3,0,0.01,0.132,0.0384100764039054
10,1.95_41.35,0,0.008,0.079,0.0232346209042871
10,1.95_41.4,0.001,0.02,0.132024999999998,0.0380838485630008
10,1.95_41.45,0.002,0.022,0.128,0.0359744901841519
10,1.95_41.5,0.002,0.024,0.134,0.0380608016673482
10,1.95_41.55,0.006,0.045,0.218,0.0579363202640735
10,1.95_41.6,0,0.009,0.0920249999999978,0.0283918361363743
10,1.95_41.7,0,0.012,0.181,0.0562936760385407
10,1.95_41.75,0,0.01,0.122,0.0365966465936558
10,1.95_41.85,0,0.012,0.179,0.0585307032221847
10,1.95_42,0,0.011,0.14,0.0416374859842407
10,1.95_42.25,0,0.013,0.214024999999998,0.0699422071932033
10,1.95_42.3,0,0.012,0.154,0.0459392426791516
10,1.95_42.45,0,0.01,0.101,0.0312263689299782
10,1.9_41.25,0.002,0.027,0.153,0.0417228410539023
10,1.9_41.3,0,0.012,0.182,0.0545399492366338
10,1.9_41.35,0,0.01,0.109,0.0329305350657609
10,1.9_41.4,0.002,0.03,0.166,0.0452890048515771
10,1.9_41.45,0,0.009,0.087,0.0265820353766917
10,1.9_41.5,0.001,0.017,0.131,0.0371987303539325
10,1.9_41.55,0.001,0.021,0.136024999999998,0.0406288553203311
10,1.9_41.6,0,0.012,0.146,0.0464328576856949
10,1.9_41.75,0,0.01,0.129,0.0369892243594554
10,1.9_41.85,0,0.012,0.192,0.059807396175291
10,1.9_42.3,0,0.012,0.187,0.0566035973572413
10,1.9_42.4,0,0.01,0.117,0.0361165953251196
10,1_41,0,0.01,0.11,0.0364126589705939
10,1_41.1,0,0.012,0.16,0.0468051969903263
10,1_41.15,0,0.01,0.103,0.0329644288625766
10,1_41.2,0,0.012,0.151,0.0483335842645879
10,1_41.25,0,0.012,0.193,0.0572489066936201
10,1_41.35,0,0.011,0.16,0.0465440326709001
10,1_41.6,0,0.012,0.168024999999998,0.0517248732270324
10,1_41.7,0,0.011,0.163,0.046084833780841
10,1_41.9,0,0.012,0.162,0.0490111395831947
10,1_42.1,0,0.012,0.147,0.0475717988145492
10,2.05_41.25,0,0.01,0.114,0.0355739592370021
10,2.05_41.3,0,0.008,0.08,0.0235634488303646
10,2.05_41.35,0.008,0.054,0.247,0.0638497000426467
10,2.05_41.4,0.001,0.015,0.105,0.0303827816609488
10,2.05_41.45,0.009,0.058,0.223,0.0590127353882553
10,2.05_41.5,0.003,0.033,0.166,0.0445770769211243
10,2.05_41.55,0,0.012,0.169,0.0506072246378626
10,2.05_41.6,0.022,0.109,0.375024999999998,0.0933695644510786
10,2.05_41.75,0,0.011,0.153,0.0466892134723793
10,2.05_41.95,0.002,0.03,0.168,0.0465130947749977
10,2.05_42.2,0,0.012,0.162,0.0495577007673412
10,2.05_42.25,0,0.012,0.152,0.0473259045613386
10,2.05_42.35,0,0.012,0.156,0.0478354452358828
10,2.15_41.35,0.033,0.26,0.654,0.168453910354715
10,2.15_41.4,0.132,0.531,0.894,0.214523477793886
10,2.15_41.45,0.015,0.114,0.407,0.103424874491086
10,2.15_41.5,0.003,0.029,0.173,0.0476263564755381
10,2.15_41.55,0.007,0.048,0.248,0.0645574200709133
10,2.15_41.6,0.116,0.474,0.851,0.202881901892174
10,2.15_41.65,0.043,0.23,0.602,0.147515106839867
10,2.15_41.85,0,0.012,0.159,0.0460022690756872
10,2.15_41.9,0.003,0.033,0.185,0.0513028037702094
10,2.15_42.1,0,0.011,0.183,0.0576801791266119
10,2.15_42.15,0,0.011,0.139,0.043540957796873
10,2.15_42.2,0,0.012,0.192,0.0606535913576186
10,2.15_42.25,0,0.012,0.18,0.0544959756149659
10,2.1_41.25,0,0.009,0.085,0.0257975618150135
10,2.1_41.3,0,0.009,0.093,0.0264736621103727
10,2.1_41.35,0.026,0.127,0.426,0.104861902987421
10,2.1_41.4,0.039,0.173,0.576,0.139393715610638
10,2.1_41.45,0.006,0.046,0.239,0.0629109962940154
10,2.1_41.5,0.027,0.139,0.416,0.102166621318449
10,2.1_41.55,0.002,0.029,0.168,0.0457047919492595
10,2.1_41.6,0.004,0.039,0.183,0.0471955942548044
10,2.1_41.65,0,0.011,0.136,0.040454431060278
10,2.1_41.7,0,0.011,0.188,0.0554618608449562
10,2.1_41.75,0,0.01,0.125,0.0387838424106298
10,2.1_41.85,0,0.01,0.121,0.0388604067267215
10,2.1_41.95,0,0.012,0.143,0.0470554273054938
10,2.1_42,0,0.011,0.162,0.0515611433961685
10,2.1_42.1,0,0.011,0.146,0.0467764808182683
10,2.1_42.2,0,0.01,0.108,0.03082755552228
10,2.1_42.25,0,0.01,0.135,0.0412011570714803
10,2.1_42.35,0,0.01,0.122,0.03438551844213
10,2.25_41.4,0,0.011,0.132,0.0406318527985008
10,2.25_41.45,0.027,0.122,0.466,0.113600409846533
10,2.25_41.5,0,0.008,0.074,0.021869488874134
10,2.25_41.55,0.002,0.027,0.163,0.044761049680139
10,2.25_41.6,0.002,0.023,0.127,0.0355321357984353
10,2.25_41.65,0.001,0.022,0.13,0.0371013760291053
10,2.25_41.7,0,0.011,0.141,0.0411629850880065
10,2.25_41.75,0,0.01,0.102,0.0378338008372951
10,2.25_41.8,0,0.012,0.157,0.0470906061675216
10,2.25_41.85,0,0.008,0.067,0.0201515066210862
10,2.25_41.9,0.026,0.141,0.43,0.106455224797774
10,2.25_41.95,0,0.009,0.101,0.029593742663637
10,2.25_42,0.001,0.02,0.127,0.0361827302837812
10,2.25_42.05,0.015,0.099,0.361,0.0918007327410259
10,2.25_42.1,0,0.01,0.114,0.0368473441172089
10,2.25_42.2,0,0.012,0.169,0.0529236474152701
10,2.25_42.25,0,0.012,0.185,0.056037416428225
10,2.25_42.35,0,0.012,0.178,0.0537617340139301
10,2.25_42.4,0,0.013,0.183,0.0566461850704637
10,2.2_41.35,0,0.008,0.07,0.021440665244552
10,2.2_41.4,0.053,0.215,0.594,0.140595078544214
10,2.2_41.45,0.007,0.053,0.217,0.0557940116531566
10,2.2_41.5,0.016,0.102,0.346,0.0867465013662906
10,2.2_41.55,0.006,0.045,0.21,0.0558497735795227
10,2.2_41.6,0,0.009,0.091,0.0286144696580913
10,2.2_41.65,0.001,0.017,0.112,0.0324521489137584
10,2.2_41.7,0,0.012,0.202,0.0591788899558919
10,2.2_41.75,0.001,0.023,0.141,0.0391951786154896
10,2.2_41.8,0,0.011,0.155,0.0496629332868041
10,2.2_41.85,0,0.009,0.098,0.0285409550886286
10,2.2_41.9,0,0.009,0.08,0.023334921398107
10,2.2_41.95,0,0.012,0.179,0.0550175825731909
10,2.2_42,0,0.01,0.116,0.033590209254337
10,2.2_42.05,0,0.011,0.144,0.0439962097301429
10,2.2_42.1,0,0.012,0.182,0.0577455652460095
10,2.2_42.15,0,0.011,0.157,0.0483313660882419
10,2.2_42.2,0,0.013,0.17,0.0515693319520547
10,2.35_39.5,0.002,0.029,0.169,0.0445775432732229
10,2.35_39.55,0.002,0.022,0.134,0.0380877886680669
10,2.35_41.45,0,0.009,0.09,0.0266800444776
10,2.35_41.5,0.002,0.022,0.141,0.038449765625114
10,2.35_41.55,0,0.011,0.114,0.0376158112806955
10,2.35_41.6,0.002,0.021,0.123,0.036720364756735
10,2.35_41.65,0.007,0.053,0.255,0.0670703378651497
10,2.35_41.7,0,0.011,0.172,0.0492674115240586
10,2.35_41.75,0,0.012,0.193,0.0573156410859982
10,2.35_41.8,0,0.011,0.125,0.0414543673730965
10,2.35_41.85,0,0.012,0.193,0.0583123286406675
10,2.35_41.95,0,0.011,0.121,0.0376309196227651
10,2.35_42,0,0.012,0.159,0.0465911973664486
10,2.35_42.05,0,0.012,0.173,0.0532899255727732
10,2.35_42.1,0,0.013,0.166024999999998,0.0503438603513528
10,2.35_42.2,0,0.011,0.174,0.0525164097860769
10,2.35_42.25,0,0.01,0.127,0.0387323922623525
10,2.35_42.3,0,0.013,0.178,0.0538927446211339
10,2.3_41.45,0,0.011,0.158,0.0467944022753869
10,2.3_41.5,0,0.011,0.149,0.044272168505202
10,2.3_41.55,0.003,0.033,0.181,0.0485421949516463
10,2.3_41.6,0,0.01,0.124,0.0372229042329514
10,2.3_41.65,0,0.012,0.176,0.0527542572069998
10,2.3_41.85,0,0.012,0.158,0.0490664840487889
10,2.3_41.95,0,0.012,0.142,0.0416267116281068
10,2.3_42.2,0,0.011,0.149,0.0446728002177961
10,2.3_42.25,0,0.012,0.165,0.0496823672582232
10,2.45_39.5,0.007,0.052,0.223,0.058369846212994
10,2.45_39.55,0,0.012,0.148,0.0446754180486467
10,2.45_41.5,0.002,0.027,0.153024999999998,0.0411705289851482
10,2.45_41.55,0.001,0.02,0.122,0.0350261721425152
10,2.45_41.6,0,0.009,0.102,0.0334718652311095
10,2.45_41.65,0.04,0.256,0.652,0.165942345876035
10,2.45_41.7,0.002,0.029,0.16,0.0438492721852208
10,2.45_42,0,0.01,0.124,0.0374919842631869
10,2.45_42.1,0,0.011,0.116,0.0344612304164894
10,2.45_42.15,0.005,0.05,0.237,0.0613965017573208
10,2.45_42.2,0,0.012,0.155,0.0473494353882695
10,2.45_42.25,0,0.012,0.161,0.0475341993829997
10,2.45_42.3,0,0.012,0.194,0.0606340014136177
10,2.4_39.5,0,0.01,0.108,0.0316296551862249
10,2.4_39.55,0.002,0.029,0.158,0.0426879617327698
10,2.4_41.5,0.027,0.166,0.491,0.123903507445985
10,2.4_41.6,0.005,0.048,0.227,0.0604054079757142
10,2.4_41.65,0.005,0.053,0.237,0.0620553192912119
10,2.4_41.7,0,0.011,0.157,0.0507169373570103
10,2.4_41.75,0,0.013,0.183,0.0572785095405384
10,2.55_39.5,0.001,0.025,0.164024999999998,0.0472078226148415
10,2.55_39.6,0,0.011,0.129,0.0422819473143464
10,2.55_39.65,0.002,0.025,0.148,0.0414828031115704
10,2.55_41.55,0.006,0.046,0.248,0.0643838173574481
10,2.55_41.6,0.017,0.099,0.346,0.0862223024450804
10,2.55_41.7,0.007,0.052,0.258,0.0678738486489889
10,2.55_41.75,0,0.012,0.164,0.0544298623745251
10,2.55_42.25,0,0.013,0.200024999999998,0.0600797595605029
10,2.5_39.5,0.006,0.057,0.24,0.063095890894222
10,2.5_39.6,0.002,0.028,0.161,0.0437791570266121
10,2.5_41.55,0.005,0.04,0.198,0.0536627579480534
10,2.5_41.6,0.002,0.027,0.152,0.0423561365321562
10,2.5_41.65,0.002,0.027,0.166,0.0440505895699553
10,2.5_41.7,0.006,0.053,0.236,0.0617746547959048
10,2.5_41.75,0,0.01,0.107,0.0336336883981081
10,2.5_41.8,0,0.012,0.173024999999998,0.0519899010425013
10,2.5_41.85,0,0.011,0.136,0.0435122810063097
10,2.5_42,0,0.011,0.155,0.0474261192706437
10,2.5_42.05,0,0.012,0.194,0.0567569592227539
10,2.5_42.1,0,0.011,0.156,0.0471573415958312
10,2.5_42.15,0.00597500000000002,0.051,0.224,0.0582035748310733
10,2.5_42.2,0,0.01,0.121,0.038543105830709
10,2.65_39.5,0,0.009,0.102,0.0325071836995571
10,2.65_39.55,0.016,0.09,0.346,0.0874378010336844
10,2.65_39.6,0.003,0.033,0.166,0.0448521619131953
10,2.65_39.65,0,0.012,0.154,0.0503919713839791
10,2.65_39.75,0,0.012,0.162,0.0469553370203872
10,2.65_41.6,0.001,0.017,0.120024999999998,0.0342710632037354
10,2.65_41.75,0,0.012,0.15,0.0456290191731713
10,2.65_41.85,0.001,0.018,0.127,0.0352224911656318
10,2.65_41.95,0,0.011,0.137,0.0412858757853694
10,2.65_42,0,0.012,0.202,0.0620814405187694
10,2.6_39.5,0,0.008,0.071,0.0211914102699144
10,2.6_39.55,0.007,0.064,0.277,0.0727086543280115
10,2.6_39.6,0.001,0.021,0.127,0.0349373984503093
10,2.6_39.7,0,0.01,0.118,0.0354440048122954
10,2.6_39.75,0,0.012,0.164,0.0515610483803941
10,2.6_41.55,0,0.011,0.147,0.0485630016852832
10,2.6_41.6,0.001,0.022,0.144,0.040735873357183
10,2.6_41.7,0,0.011,0.123,0.0384459252960741
10,2.6_41.75,0,0.012,0.153,0.0446390242536678
10,2.6_41.85,0,0.009,0.0900249999999978,0.0271670431293984
10,2.6_41.95,0,0.011,0.168,0.0514317887356048
10,2.6_42,0,0.012,0.18,0.0570609574786541
10,2.6_42.2,0,0.011,0.148,0.0475130356942582
10,2.6_42.35,0,0.012,0.154,0.0496484538030147
10,2.75_39.35,0,0.011,0.152,0.0437118992458186
10,2.75_39.4,0.006,0.058,0.248,0.0664980024667269
10,2.75_39.45,0.002,0.024,0.136,0.0367825483453228
10,2.75_39.5,0,0.01,0.124,0.0374789859773002
10,2.75_39.6,0,0.01,0.123024999999998,0.0404819551137519
10,2.75_39.75,0,0.011,0.156,0.0492451438466324
10,2.75_41.6,0,0.008,0.067,0.0208259926304795
10,2.75_41.65,0.015,0.097,0.335,0.0844715317083993
10,2.75_41.7,0.002,0.027,0.156,0.0438158867168919
10,2.75_41.75,0,0.01,0.091,0.0296598832250549
10,2.75_41.8,0.002,0.028,0.158,0.0429186535575263
10,2.75_41.85,0,0.01,0.11,0.0358733820214702
10,2.75_41.9,0,0.011,0.153,0.0469721837452499
10,2.75_41.95,0,0.008,0.071,0.0202652252664485
10,2.75_42,0,0.009,0.0980249999999978,0.0290044484801352
10,2.75_42.05,0,0.01,0.13,0.0427497939562174
10,2.75_42.1,0.002,0.027,0.153,0.0413717903804424
10,2.75_42.2,0,0.012,0.177,0.0512264127036636
10,2.75_42.25,0,0.012,0.155024999999998,0.0461913733820291
10,2.75_42.35,0,0.011,0.16,0.0504190476221447
10,2.7_39.45,0,0.01,0.101,0.028603795331414
10,2.7_39.5,0,0.012,0.086,0.0258457990504226
10,2.7_39.55,0,0.012,0.198,0.0633212229970208
10,2.7_39.6,0.005,0.051,0.237,0.0629716418934482
10,2.7_39.65,0.003,0.03,0.162,0.0439346101162815
10,2.7_39.7,0,0.011,0.139,0.0428742840768239
10,2.7_39.75,0.007,0.054,0.252,0.0659606739471061
10,2.7_41.6,0.002,0.027,0.15,0.0404475534921148
10,2.7_41.65,0.019,0.097,0.373,0.0932470536678462
10,2.7_41.7,0,0.012,0.096,0.0271531175667885
10,2.7_41.75,0,0.009,0.087,0.0265295265147312
10,2.7_41.8,0,0.011,0.153,0.0471566359905112
10,2.7_41.85,0,0.011,0.143,0.043336302804882
10,2.7_41.9,0,0.012,0.156,0.0481916373259212
10,2.7_41.95,0.001,0.016,0.105,0.0312251450538324
10,2.7_42,0,0.012,0.19,0.0557298385169453
10,2.7_42.1,0,0.011,0.158,0.0462999681615019
10,2.7_42.15,0,0.012,0.19,0.0539733127320985
10,2.85_39.35,0,0.011,0.184,0.059265891060032
10,2.85_39.45,0,0.01,0.114,0.0328675330198853
10,2.85_39.5,0.002,0.026,0.132,0.0364634291378463
10,2.85_39.55,0.006,0.048,0.218,0.0569503879012255
10,2.85_39.6,0.001,0.024,0.157,0.0462615518646051
10,2.85_39.65,0,0.012,0.143,0.0427137924108416
10,2.85_39.7,0.002,0.029,0.158,0.0425063588689188
10,2.85_39.75,0,0.011,0.181,0.0537111559770095
10,2.85_41.65,0,0.012,0.178,0.0514548021407322
10,2.85_41.7,0,0.008,0.072,0.023604799775313
10,2.85_41.75,0,0.011,0.123,0.0383178916128329
10,2.85_41.8,0.002,0.026,0.151,0.0432080794064691
10,2.85_41.85,0,0.01,0.112,0.0369124430477923
10,2.85_41.95,0,0.013,0.185024999999998,0.0552142472943084
10,2.85_42,0.009,0.078,0.289,0.0734603574021727
10,2.85_42.05,0,0.012,0.152,0.0472396580386961
10,2.85_42.1,0,0.01,0.143,0.0437104314866564
10,2.85_42.2,0.002,0.028,0.163,0.0443747267454597
10,2.85_42.25,0,0.011,0.162,0.0476646401950949
10,2.85_42.35,0,0.012,0.181,0.0559413998084999
10,2.8_39.35,0,0.012,0.148,0.0474710194589252
10,2.8_39.45,0,0.011,0.154,0.0456186743858613
10,2.8_39.65,0.001,0.015,0.109024999999998,0.0319859000219659
10,2.8_39.75,0,0.012,0.146024999999998,0.0436973089326245
10,2.8_41.65,0,0.007,0.075,0.0225511010678287
10,2.8_41.7,0,0.008,0.079,0.0231687482290986
10,2.8_41.75,0,0.01,0.128,0.0391461302497794
10,2.8_41.9,0.013,0.079,0.317,0.0820018075566666
10,2.8_41.95,0.025,0.123,0.424,0.104734175658978
10,2.8_42,0.001,0.018,0.123024999999998,0.0347950804368067
10,2.95_39.5,0,0.012,0.159024999999998,0.047811561992902
10,2.95_39.55,0.001,0.021,0.129,0.0354797860014589
10,2.95_39.75,0.001,0.021,0.132024999999998,0.0373882214220773
10,2.95_41.7,0,0.012,0.165,0.054263026429057
10,2.95_41.75,0,0.01,0.115,0.0356823004961688
10,2.95_41.8,0.006,0.06,0.257,0.0673109139471749
10,2.95_41.85,0,0.012,0.139,0.0425389096848743
10,2.95_41.95,0,0.012,0.171,0.0567717585308605
10,2.95_42,0.002,0.027,0.15,0.0424567983810434
10,2.95_42.05,0.002,0.027,0.153,0.0419733296829525
10,2.95_42.1,0,0.012,0.164,0.0493808998369817
10,2.95_42.2,0.003,0.036,0.175,0.0464623291067925
10,2.95_42.25,0.002,0.026,0.151,0.0418397019029671
10,2.95_42.35,0,0.011,0.132024999999998,0.0400782546183614
10,2.9_39.35,0.005,0.047,0.216,0.0560047499209304
10,2.9_39.5,0.002,0.028,0.165,0.045267492197946
10,2.9_39.55,0,0.012,0.181,0.0538748859855675
10,2.9_39.7,0.011,0.099,0.368,0.0938563617946926
10,2.9_41.7,0.008,0.063,0.267,0.0693810404929672
10,2.9_41.8,0,0.012,0.146,0.0448167394288383
10,2.9_42.1,0.001,0.022,0.14,0.0396224063842438
10,2.9_42.15,0.001,0.018,0.123024999999998,0.0358794922581741
10,2.9_42.2,0,0.011,0.144,0.0433490490866611
10,2.9_42.25,0,0.011,0.155,0.047653808599264
10,2_41.25,0.011,0.066,0.273,0.0698068083344307
10,2_41.3,0.005,0.041,0.208,0.0568048373486079
10,2_41.35,0.015,0.078,0.354,0.0890414224019597
10,2_41.4,0.007,0.05,0.222024999999998,0.0591782436344453
10,2_41.45,0.007,0.047,0.223,0.0571394190928205
10,2_41.5,0.026,0.113,0.4,0.0984060320538071
10,2_41.55,0.046,0.193,0.569,0.137932270069326
10,2_41.6,0,0.009,0.082,0.0251772594304847
10,2_41.75,0,0.012,0.196,0.0598439097251417
10,2_41.85,0,0.012,0.17,0.0529385378765246
10,2_41.9,0,0.012,0.144,0.0447071949888827
10,2_42,0,0.011,0.164,0.0492839220788349
10,2_42.25,0,0.012,0.182,0.0549888125083228
10,2_42.45,0,0.011,0.172,0.0521783538428947
10,3.05_39.65,0,0.012,0.167,0.0490074489575557
10,3.05_39.85,0.002,0.028,0.178,0.0493629890277488
10,3.05_39.9,0.003,0.032,0.198024999999998,0.0541617196281096
10,3.05_41.8,0,0.012,0.142024999999998,0.0443456701682653
10,3.05_41.85,0.002,0.025,0.166,0.0454555365683304
10,3.05_42.1,0,0.012,0.178,0.0540347534479239
10,3.05_42.15,0,0.012,0.146,0.0456609886000136
10,3.05_42.2,0,0.012,0.196,0.058982357441546
10,3.05_42.25,0,0.012,0.136,0.0429769921490739
10,3.05_42.3,0.001,0.021,0.124,0.036012273100933
10,3.15_39.4,0,0.011,0.16,0.0462455729437247
10,3.15_39.45,0,0.012,0.182,0.0519629851658681
10,3.15_39.5,0,0.011,0.14,0.041533920146363
10,3.15_39.75,0.002,0.028,0.161,0.0444871950924171
10,3.15_39.85,0.002,0.024,0.158,0.0431692403842908
10,3.15_41.85,0,0.01,0.102,0.0308300133312251
10,3.15_41.95,0,0.012,0.146,0.0420233723376903
10,3.15_42,0,0.009,0.099,0.0306333076337405
10,3.15_42.25,0.008,0.079,0.316,0.0816455189747128
10,3.15_42.3,0,0.011,0.12,0.0360713139884848
10,3.15_42.35,0.002,0.029,0.171,0.0471640862545081
10,3.1_39.25,0,0.011,0.127,0.039738234726969
10,3.1_39.3,0.006,0.049,0.247,0.0641874720489599
10,3.1_39.35,0,0.012,0.152,0.0463561006252239
10,3.1_39.45,0,0.011,0.12,0.0364101805526543
10,3.1_39.55,0.001,0.018,0.131,0.0352235197277182
10,3.1_39.6,0,0.01,0.101,0.0316525361661535
10,3.1_39.7,0,0.012,0.168,0.052658382598003
10,3.1_39.75,0,0.009,0.097,0.0317021802461801
10,3.1_39.8,0,0.011,0.137,0.040896254897555
10,3.1_39.85,0,0.01,0.129,0.0390099385532013
10,3.1_41.8,0,0.011,0.133,0.0391699270167306
10,3.1_41.85,0.002,0.022,0.138,0.0395055552681461
10,3.1_41.9,0,0.011,0.157,0.0491627136217716
10,3.1_41.95,0,0.011,0.127,0.0396755750907994
10,3.1_42,0,0.008,0.074,0.0240668687466781
10,3.1_42.1,0,0.01,0.091,0.0276979219644755
10,3.1_42.15,0,0.012,0.147,0.0441101827389096
10,3.1_42.2,0,0.011,0.145,0.0451139424148916
10,3.1_42.25,0,0.009,0.094,0.0277445258591114
10,3.1_42.3,0,0.01,0.127024999999998,0.0408259411802668
10,3.1_42.35,0,0.009,0.102,0.0300367833733976
10,3.1_42.4,0,0.012,0.175,0.0496859586845092
10,3.25_39.35,0,0.01,0.108024999999998,0.0311139176341928
10,3.25_39.4,0.002,0.027,0.167,0.0456898681458574
10,3.25_39.45,0.001,0.023,0.144,0.0402949226433173
10,3.25_39.5,0.006,0.048,0.237,0.0612606492867656
10,3.25_39.7,0,0.012,0.157024999999998,0.0485365435231923
10,3.25_42.25,0.002,0.027,0.166,0.0457809568812282
10,3.2_39.35,0.001,0.018,0.134,0.0388022952579718
10,3.2_39.5,0,0.012,0.155,0.0477131278888672
10,3.2_39.55,0.003,0.03,0.192,0.0538638301351221
10,3.2_39.7,0,0.011,0.178024999999998,0.0513680799579251
10,3.2_41.85,0,0.011,0.13,0.0425203731586473
10,3.2_41.9,0,0.011,0.145,0.0454651530819979
10,3.2_41.95,0,0.01,0.109,0.0321325766578433
